Valuta,Kontotype,Type,Beløp,Saldo,Dato,Referanse,Beskrivelse
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5.42,5.42,"2025-08-07 09:17:32","Konventveien 35 AS - 4713",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Kjøp,-292.72,0,"2025-08-05 10:59:52","Stubbbengkroken 73 AS - 4865",Tegning
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5.42,292.72,"2025-08-04 08:26:05","VE Gruppen - 4820",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,10,287.3,"2025-08-04 08:25:59","TBGEiendom AS - 4742",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,10,277.3,"2025-08-04 08:25:40","TBGEiendom AS - 4683",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,21.67,267.3,"2025-07-31 16:19:34","Streng AS - 4537",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5.42,245.63,"2025-07-30 09:57:37","BM Prosjekt og Utvikling AS - 4701",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5,240.21,"2025-07-30 09:57:32","BM Prosjekt og Utvikling AS - 4691",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,10.83,235.21,"2025-07-29 12:49:34","Torggata 5 Skien AS - 4749",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,10.83,224.38,"2025-07-29 12:49:22","Torggata 5 Skien AS - 4727",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,10.83,213.55,"2025-07-29 12:48:59","Torggata 5 Skien AS - 4709",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5.42,202.72,"2025-07-28 15:17:06","Atlas Eiendom AS - 4830",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5.42,197.3,"2025-07-28 15:17:01","Atlas Eiendom AS - 4659",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5.42,191.88,"2025-07-28 15:16:51","Atlas Eiendom AS - 4637",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,186.46,"2025-07-28 15:16:18","Atlas Eiendom AS - 4541",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,163.13,"2025-07-28 15:16:14","Atlas Eiendom AS - 4526",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,139.8,"2025-07-28 15:16:06","Atlas Eiendom AS - 4510",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,21.67,116.47,"2025-07-28 08:33:38","AEKO Eiendomsutvikling AS - 4501",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,15,94.8,"2025-07-28 08:33:24","Accrington AS  - 4726",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,20,79.8,"2025-07-28 08:33:16","Accrington AS  - 4649",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,15.62,59.8,"2025-07-22 19:00:59","EFA Eiendom AS - 4711",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,21.67,44.18,"2025-07-22 19:00:37","EFA Eiendom AS - 4628",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,22.5,22.51,"2025-07-22 19:00:18","EFA Eiendom AS - 4451",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Innskudd,0.01,0.01,"2025-07-22 18:18:05","Stubbbengkroken 73 AS - 4846","Overskytende beløp ved innskudd av tegnet beløp"
NOK,"Tilgjenglig for kjøp eller uttak",Kjøp,-255.01,0,"2025-07-22 12:55:54","Stubbbengkroken 73 AS - 4846",Tegning
NOK,"Tilgjenglig for kjøp eller uttak",Rente,27.08,255.01,"2025-07-22 10:00:37","Bjerget 33 Eiendom AS  - 4710",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,10,227.93,"2025-07-18 09:30:45","Palmeglass AS - 4760",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,40,217.93,"2025-07-18 09:30:22","Palmeglass AS - 4730",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5.21,177.93,"2025-07-14 08:57:34","Habitat Bolig AS - 4721",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,26.04,172.72,"2025-07-14 08:57:15","Habitat Bolig AS - 4702",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5.21,146.68,"2025-07-14 08:57:00","Habitat Bolig AS - 4684",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,10.42,141.47,"2025-07-14 08:56:52","Habitat Bolig AS - 4665",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5.15,131.05,"2025-07-11 11:56:33","BFM 8 AS - 4826",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,19.23,125.9,"2025-07-11 11:56:21","BFM 8 AS - 4809",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,11.67,106.67,"2025-07-11 11:56:02","BFM 8 AS - 4671",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5.83,95,"2025-07-11 11:55:57","BFM 8 AS - 4656",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,29.17,89.17,"2025-07-11 11:55:51","BFM 8 AS - 4644",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,60,"2025-07-11 11:55:25","BFM 8 AS - 4481",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,11.67,36.67,"2025-07-10 14:26:28","Thorrud Bolig AS - 4651",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,25,25,"2025-07-10 08:19:52","Quadrat Eiendom AS - 4566",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Kjøp,-46.96,0,"2025-07-07 09:12:28","Palmeglass AS - 4848",Tegning
NOK,"Tilgjenglig for kjøp eller uttak",Kjøp,-0.13,46.96,"2025-07-03 12:40:57","BFM 8 AS - 4844","Innskudd av tegnet beløp (fra tilgjengelig saldo)"
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5.42,47.09,"2025-07-03 08:10:58","VE Gruppen - 4820",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,10,41.67,"2025-07-03 08:10:48","TBGEiendom AS - 4742",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,10,31.67,"2025-07-03 08:10:26","TBGEiendom AS - 4683",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,21.67,21.67,"2025-07-01 11:14:52","Streng AS - 4537",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Kjøp,-44.87,0,"2025-07-01 09:17:34","BFM 8 AS - 4844",Tegning
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5.42,44.87,"2025-06-30 09:44:51","BM Prosjekt og Utvikling AS - 4701",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5,39.45,"2025-06-30 09:44:43","BM Prosjekt og Utvikling AS - 4691",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,10.83,34.45,"2025-06-30 09:44:00","Torggata 5 Skien AS - 4749",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,10.83,23.62,"2025-06-30 09:43:54","Torggata 5 Skien AS - 4727",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,10.83,12.79,"2025-06-30 09:43:30","Torggata 5 Skien AS - 4709",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Innskudd,1.96,1.96,"2025-06-30 08:39:37","Konventveien 35 AS - 4713","Overskytende beløp ved innskudd av tegnet beløp"
NOK,"Tilgjenglig for kjøp eller uttak",Kjøp,-321.96,0,"2025-06-27 13:23:08","Konventveien 35 AS - 4713",Tegning
NOK,"Tilgjenglig for kjøp eller uttak",Rente,0.71,321.96,"2025-06-27 09:15:50","Atlas Eiendom AS - 4830",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5.42,321.25,"2025-06-27 09:15:44","Atlas Eiendom AS - 4659",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5.42,315.83,"2025-06-27 09:15:34","Atlas Eiendom AS - 4637",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,310.41,"2025-06-27 09:15:00","Atlas Eiendom AS - 4541",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,287.08,"2025-06-27 09:14:53","Atlas Eiendom AS - 4526",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,263.75,"2025-06-27 09:14:49","Atlas Eiendom AS - 4510",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,21.67,240.42,"2025-06-27 08:53:11","AEKO Eiendomsutvikling AS - 4501",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,15,218.75,"2025-06-26 09:11:41","Accrington AS  - 4726",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,20,203.75,"2025-06-26 09:11:29","Accrington AS  - 4649",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,15.62,183.75,"2025-06-23 08:57:36","EFA Eiendom AS - 4711",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,21.67,168.13,"2025-06-23 08:57:20","EFA Eiendom AS - 4628",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,22.5,146.46,"2025-06-23 08:56:45","EFA Eiendom AS - 4451",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,27.08,123.96,"2025-06-23 08:55:12","Bjerget 33 Eiendom AS  - 4710",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,10,96.88,"2025-06-18 09:09:13","Palmeglass AS - 4760",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,40,86.88,"2025-06-18 09:08:54","Palmeglass AS - 4730",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5.21,46.88,"2025-06-16 08:30:58","Habitat Bolig AS - 4721",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,26.04,41.67,"2025-06-16 08:30:33","Habitat Bolig AS - 4702",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5.21,15.63,"2025-06-16 08:30:25","Habitat Bolig AS - 4684",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,10.42,10.42,"2025-06-16 08:30:11","Habitat Bolig AS - 4665",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Kjøp,-212.1,0,"2025-06-11 09:48:19","Atlas Eiendom AS - 4830",Tegning
NOK,"Tilgjenglig for kjøp eller uttak",Rente,11.67,212.1,"2025-06-10 08:50:52","Thorrud Bolig AS - 4651",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,25,200.43,"2025-06-10 08:50:44","Quadrat Eiendom AS - 4566",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,11.67,175.43,"2025-06-10 08:49:42","BFM 8 AS - 4671",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5.83,163.76,"2025-06-10 08:49:32","BFM 8 AS - 4656",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,29.17,157.93,"2025-06-10 08:49:29","BFM 8 AS - 4644",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,128.76,"2025-06-10 08:49:14","BFM 8 AS - 4481",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,26.67,105.43,"2025-06-10 08:46:53","Kvitsand Hytter AS - 4516",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,26.67,78.76,"2025-06-10 08:46:47","Kvitsand Hytter AS - 4482",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,10,52.09,"2025-06-03 08:30:51","TBGEiendom AS - 4742",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,10,42.09,"2025-06-03 08:30:33","TBGEiendom AS - 4683",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,21.67,32.09,"2025-06-02 08:17:37","Streng AS - 4537",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5.42,10.42,"2025-05-30 09:22:10","BM Prosjekt og Utvikling AS - 4701",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5,5,"2025-05-30 09:22:02","BM Prosjekt og Utvikling AS - 4691",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Kjøp,-169.99,0,"2025-05-28 09:36:37","BFM 8 AS - 4826",Tegning
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5.42,169.99,"2025-05-28 08:51:45","Atlas Eiendom AS - 4659",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5.42,164.57,"2025-05-28 08:51:40","Atlas Eiendom AS - 4637",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,159.15,"2025-05-28 08:51:15","Atlas Eiendom AS - 4541",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,135.82,"2025-05-28 08:51:12","Atlas Eiendom AS - 4526",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,112.49,"2025-05-28 08:51:05","Atlas Eiendom AS - 4510",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,10.83,89.16,"2025-05-28 08:49:20","Torggata 5 Skien AS - 4709",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,10.83,78.33,"2025-05-28 08:49:03","Torggata 5 Skien AS - 4727",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,10.83,67.5,"2025-05-28 08:48:55","Torggata 5 Skien AS - 4749",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,21.67,56.67,"2025-05-27 08:45:58","AEKO Eiendomsutvikling AS - 4501",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,15,35,"2025-05-26 15:38:46","Accrington AS  - 4726",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,20,20,"2025-05-26 15:38:38","Accrington AS  - 4649",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Kjøp,-303.28,0,"2025-05-26 09:18:54","VE Gruppen - 4820",Tegning
NOK,"Tilgjenglig for kjøp eller uttak",Rente,27.08,303.28,"2025-05-23 09:04:47","Bjerget 33 Eiendom AS  - 4710",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,22.5,276.2,"2025-05-22 08:51:43","EFA Eiendom AS - 4451",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,21.67,253.7,"2025-05-22 08:51:18","EFA Eiendom AS - 4628",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,15.62,232.03,"2025-05-22 08:51:01","EFA Eiendom AS - 4711",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,40,216.41,"2025-05-19 09:34:32","Palmeglass AS - 4730",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,10,176.41,"2025-05-19 09:32:58","Palmeglass AS - 4760",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5.21,166.41,"2025-05-14 14:34:19","Habitat Bolig AS - 4721",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,26.04,161.2,"2025-05-14 14:34:01","Habitat Bolig AS - 4702",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5.21,135.16,"2025-05-14 14:33:47","Habitat Bolig AS - 4684",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,10.42,129.95,"2025-05-14 14:33:38","Habitat Bolig AS - 4665",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,11.67,119.53,"2025-05-12 08:25:12","Thorrud Bolig AS - 4651",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,25,107.86,"2025-05-12 08:25:04","Quadrat Eiendom AS - 4566",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,11.67,82.86,"2025-05-12 08:24:48","BFM 8 AS - 4671",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5.83,71.19,"2025-05-12 08:24:39","BFM 8 AS - 4656",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,29.17,65.36,"2025-05-12 08:24:36","BFM 8 AS - 4644",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,36.19,"2025-05-12 08:24:25","BFM 8 AS - 4481",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Kjøp,-1000,12.86,"2025-05-08 13:15:36","BFM 8 AS - 4809",Tegning
NOK,"Tilgjenglig for kjøp eller uttak",Rente,26.67,1012.86,"2025-05-07 08:19:29","Kvitsand Hytter AS - 4516",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,26.67,986.19,"2025-05-07 08:19:25","Kvitsand Hytter AS - 4482",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,10,959.52,"2025-05-05 08:22:35","TBGEiendom AS - 4742",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,10,949.52,"2025-05-05 08:22:25","TBGEiendom AS - 4683",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,21.67,939.52,"2025-05-02 07:19:59","Streng AS - 4537",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5.42,917.85,"2025-04-30 09:15:22","BM Prosjekt og Utvikling AS - 4701",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5,912.43,"2025-04-30 09:15:15","BM Prosjekt og Utvikling AS - 4691",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,10.83,907.43,"2025-04-28 09:45:49","Torggata 5 Skien AS - 4749",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,9.83,896.6,"2025-04-28 09:45:40","Torggata 5 Skien AS - 4727",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,10.83,886.77,"2025-04-28 09:45:30","Torggata 5 Skien AS - 4709",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5.42,875.94,"2025-04-28 09:43:52","Atlas Eiendom AS - 4659",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5.42,870.52,"2025-04-28 09:43:48","Atlas Eiendom AS - 4637",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,865.1,"2025-04-28 09:43:26","Atlas Eiendom AS - 4541",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,841.77,"2025-04-28 09:43:24","Atlas Eiendom AS - 4526",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,818.44,"2025-04-28 09:43:18","Atlas Eiendom AS - 4510",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,21.67,795.11,"2025-04-28 09:41:40","AEKO Eiendomsutvikling AS - 4501",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,15,773.44,"2025-04-28 09:41:03","Accrington AS  - 4726",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,20,758.44,"2025-04-28 09:40:57","Accrington AS  - 4649",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,27.08,738.44,"2025-04-23 09:07:20","Bjerget 33 Eiendom AS  - 4710",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,15.62,711.36,"2025-04-22 10:27:41","EFA Eiendom AS - 4711",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,21.67,695.74,"2025-04-22 10:27:29","EFA Eiendom AS - 4628",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,22.5,674.07,"2025-04-22 10:27:13","EFA Eiendom AS - 4451",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,8.2,651.57,"2025-04-22 10:18:47","Palmeglass AS - 4760",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,40,643.37,"2025-04-22 10:18:39","Palmeglass AS - 4730",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,11.67,603.37,"2025-04-16 06:55:05","Thorrud Bolig AS - 4651",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5.21,591.7,"2025-04-15 14:17:03","Habitat Bolig AS - 4721",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,26.04,586.49,"2025-04-15 14:16:53","Habitat Bolig AS - 4702",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5.21,560.45,"2025-04-15 14:16:41","Habitat Bolig AS - 4684",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,10.42,555.24,"2025-04-15 14:16:37","Habitat Bolig AS - 4665",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,25,544.82,"2025-04-10 09:04:06","Quadrat Eiendom AS - 4566",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,11.67,519.82,"2025-04-10 09:00:43","BFM 8 AS - 4671",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5.83,508.15,"2025-04-10 09:00:34","BFM 8 AS - 4656",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,29.17,502.32,"2025-04-10 09:00:30","BFM 8 AS - 4644",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,473.15,"2025-04-10 09:00:18","BFM 8 AS - 4481",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,26.67,449.82,"2025-04-07 14:38:08","Kvitsand Hytter AS - 4516",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,26.67,423.15,"2025-04-07 14:38:05","Kvitsand Hytter AS - 4482",Renteinntekt
