company,loan_id,status,duration_months,innbetalte_terminer,estimated_repaid,interest_rate,forventet_renteinntekt,netto_renteinntekt,renter_utestaaende,netto_vs_forventet_renteinntekt_prosent,tildeling,total_forventet_avkastning,tilbakebetalt,total_faktisk_avkastning,faktisk_vs_forventet_avkastning_prosent,date,transaction_type,amount_nok
Habitat Bolig AS,4684,Aktiv,30,6,2027-06-18,12.5,156.25,38.19,118.06,24.4416,500.0,656.25,0.0,38.19,5.819428571428571,2025-05-14,Renteinntekt,5.21
Habitat Bolig AS,4684,Aktiv,30,7,2027-06-18,12.5,156.25,38.19,118.06,24.4416,500.0,656.25,0.0,38.19,5.819428571428571,2025-06-16,Renteinntekt,5.21
Habitat Bolig AS,4684,Aktiv,30,8,2027-06-18,12.5,156.25,38.19,118.06,24.4416,500.0,656.25,0.0,38.19,5.819428571428571,2025-07-14,Renteinntekt,5.21
BM Prosjekt og Utvikling AS,4691,Aktiv,36,0,2028-01-30,12.0,180.0,34.769999999999996,145.23000000000002,19.316666666666666,500.0,680.0,0.0,34.769999999999996,5.113235294117646,2025-01-08,Tildeling,-500.0
BM Prosjekt og Utvikling AS,4691,Aktiv,36,1,2028-01-30,12.0,180.0,34.769999999999996,145.23000000000002,19.316666666666666,500.0,680.0,0.0,34.769999999999996,5.113235294117646,2025-01-30,Renteinntekt,4.77
BM Prosjekt og Utvikling AS,4691,Aktiv,36,2,2028-01-30,12.0,180.0,34.769999999999996,145.23000000000002,19.316666666666666,500.0,680.0,0.0,34.769999999999996,5.113235294117646,2025-03-03,Renteinntekt,5.0
BM Prosjekt og Utvikling AS,4691,Aktiv,36,3,2028-01-30,12.0,180.0,34.769999999999996,145.23000000000002,19.316666666666666,500.0,680.0,0.0,34.769999999999996,5.113235294117646,2025-03-31,Renteinntekt,5.0
BM Prosjekt og Utvikling AS,4691,Aktiv,36,4,2028-01-30,12.0,180.0,34.769999999999996,145.23000000000002,19.316666666666666,500.0,680.0,0.0,34.769999999999996,5.113235294117646,2025-04-30,Renteinntekt,5.0
BM Prosjekt og Utvikling AS,4691,Aktiv,36,5,2028-01-30,12.0,180.0,34.769999999999996,145.23000000000002,19.316666666666666,500.0,680.0,0.0,34.769999999999996,5.113235294117646,2025-05-30,Renteinntekt,5.0
BM Prosjekt og Utvikling AS,4691,Aktiv,36,6,2028-01-30,12.0,180.0,34.769999999999996,145.23000000000002,19.316666666666666,500.0,680.0,0.0,34.769999999999996,5.113235294117646,2025-06-30,Renteinntekt,5.0
BM Prosjekt og Utvikling AS,4691,Aktiv,36,7,2028-01-30,12.0,180.0,34.769999999999996,145.23000000000002,19.316666666666666,500.0,680.0,0.0,34.769999999999996,5.113235294117646,2025-07-30,Renteinntekt,5.0
BM Prosjekt og Utvikling AS,4701,Aktiv,35,0,2028-02-03,13.0,189.58333333333331,32.52,157.0633333333333,17.153406593406597,500.0,689.5833333333333,0.0,32.52,4.715891238670696,2025-01-28,Tildeling,-500.0
BM Prosjekt og Utvikling AS,4701,Aktiv,35,1,2028-02-03,13.0,189.58333333333331,32.52,157.0633333333333,17.153406593406597,500.0,689.5833333333333,0.0,32.52,4.715891238670696,2025-03-03,Renteinntekt,5.42
BM Prosjekt og Utvikling AS,4701,Aktiv,35,2,2028-02-03,13.0,189.58333333333331,32.52,157.0633333333333,17.153406593406597,500.0,689.5833333333333,0.0,32.52,4.715891238670696,2025-03-31,Renteinntekt,5.42
BM Prosjekt og Utvikling AS,4701,Aktiv,35,3,2028-02-03,13.0,189.58333333333331,32.52,157.0633333333333,17.153406593406597,500.0,689.5833333333333,0.0,32.52,4.715891238670696,2025-04-30,Renteinntekt,5.42
BM Prosjekt og Utvikling AS,4701,Aktiv,35,4,2028-02-03,13.0,189.58333333333331,32.52,157.0633333333333,17.153406593406597,500.0,689.5833333333333,0.0,32.52,4.715891238670696,2025-05-30,Renteinntekt,5.42
BM Prosjekt og Utvikling AS,4701,Aktiv,35,5,2028-02-03,13.0,189.58333333333331,32.52,157.0633333333333,17.153406593406597,500.0,689.5833333333333,0.0,32.52,4.715891238670696,2025-06-30,Renteinntekt,5.42
BM Prosjekt og Utvikling AS,4701,Aktiv,35,6,2028-02-03,13.0,189.58333333333331,32.52,157.0633333333333,17.153406593406597,500.0,689.5833333333333,0.0,32.52,4.715891238670696,2025-07-30,Renteinntekt,5.42
Habitat Bolig AS,4702,Aktiv,29,0,2027-06-15,12.5,755.2083333333333,175.96999999999997,579.2383333333332,23.300855172413794,2500.0,3255.208333333333,0.0,175.96999999999997,5.405798399999999,2025-01-06,Tildeling,-2500.0
Habitat Bolig AS,4702,Aktiv,29,1,2027-06-15,12.5,755.2083333333333,175.96999999999997,579.2383333333332,23.300855172413794,2500.0,3255.208333333333,0.0,175.96999999999997,5.405798399999999,2025-01-15,Renteinntekt,19.69
Habitat Bolig AS,4702,Aktiv,29,2,2027-06-15,12.5,755.2083333333333,175.96999999999997,579.2383333333332,23.300855172413794,2500.0,3255.208333333333,0.0,175.96999999999997,5.405798399999999,2025-02-17,Renteinntekt,26.04
Habitat Bolig AS,4702,Aktiv,29,2,2027-06-15,12.5,755.2083333333333,175.96999999999997,579.2383333333332,23.300855172413794,2500.0,3255.208333333333,0.0,175.96999999999997,5.405798399999999,2025-03-18,Forsinkelsesrente,0.04
Habitat Bolig AS,4702,Aktiv,29,3,2027-06-15,12.5,755.2083333333333,175.96999999999997,579.2383333333332,23.300855172413794,2500.0,3255.208333333333,0.0,175.96999999999997,5.405798399999999,2025-03-18,Renteinntekt,26.04
Habitat Bolig AS,4702,Aktiv,29,4,2027-06-15,12.5,755.2083333333333,175.96999999999997,579.2383333333332,23.300855172413794,2500.0,3255.208333333333,0.0,175.96999999999997,5.405798399999999,2025-04-15,Renteinntekt,26.04
Habitat Bolig AS,4702,Aktiv,29,5,2027-06-15,12.5,755.2083333333333,175.96999999999997,579.2383333333332,23.300855172413794,2500.0,3255.208333333333,0.0,175.96999999999997,5.405798399999999,2025-05-14,Renteinntekt,26.04
Habitat Bolig AS,4702,Aktiv,29,6,2027-06-15,12.5,755.2083333333333,175.96999999999997,579.2383333333332,23.300855172413794,2500.0,3255.208333333333,0.0,175.96999999999997,5.405798399999999,2025-06-16,Renteinntekt,26.04
Habitat Bolig AS,4702,Aktiv,29,7,2027-06-15,12.5,755.2083333333333,175.96999999999997,579.2383333333332,23.300855172413794,2500.0,3255.208333333333,0.0,175.96999999999997,5.405798399999999,2025-07-14,Renteinntekt,26.04
Torggata 5 Skien AS,4709,Aktiv,21,0,2026-12-03,13.0,227.5,64.98,162.51999999999998,28.562637362637368,1000.0,1227.5,0.0,64.98,5.293686354378819,2025-01-31,Tildeling,-1000.0
Torggata 5 Skien AS,4709,Aktiv,21,1,2026-12-03,13.0,227.5,64.98,162.51999999999998,28.562637362637368,1000.0,1227.5,0.0,64.98,5.293686354378819,2025-03-03,Renteinntekt,10.83
Torggata 5 Skien AS,4709,Aktiv,21,2,2026-12-03,13.0,227.5,64.98,162.51999999999998,28.562637362637368,1000.0,1227.5,0.0,64.98,5.293686354378819,2025-03-28,Renteinntekt,10.83
Torggata 5 Skien AS,4709,Aktiv,21,3,2026-12-03,13.0,227.5,64.98,162.51999999999998,28.562637362637368,1000.0,1227.5,0.0,64.98,5.293686354378819,2025-04-28,Renteinntekt,10.83
Torggata 5 Skien AS,4709,Aktiv,21,4,2026-12-03,13.0,227.5,64.98,162.51999999999998,28.562637362637368,1000.0,1227.5,0.0,64.98,5.293686354378819,2025-05-28,Renteinntekt,10.83
Torggata 5 Skien AS,4709,Aktiv,21,5,2026-12-03,13.0,227.5,64.98,162.51999999999998,28.562637362637368,1000.0,1227.5,0.0,64.98,5.293686354378819,2025-06-30,Renteinntekt,10.83
Torggata 5 Skien AS,4709,Aktiv,21,6,2026-12-03,13.0,227.5,64.98,162.51999999999998,28.562637362637368,1000.0,1227.5,0.0,64.98,5.293686354378819,2025-07-29,Renteinntekt,10.83
Bjerget 33 Eiendom AS,4710,Aktiv,21,0,2026-11-24,13.0,568.75,167.45,401.3,29.441758241758244,2500.0,3068.75,0.0,167.45,5.456619144602851,2025-01-30,Tildeling,-2500.0
Bjerget 33 Eiendom AS,4710,Aktiv,21,1,2026-11-24,13.0,568.75,167.45,401.3,29.441758241758244,2500.0,3068.75,0.0,167.45,5.456619144602851,2025-02-24,Renteinntekt,32.05
Bjerget 33 Eiendom AS,4710,Aktiv,21,2,2026-11-24,13.0,568.75,167.45,401.3,29.441758241758244,2500.0,3068.75,0.0,167.45,5.456619144602851,2025-03-24,Renteinntekt,27.08
Bjerget 33 Eiendom AS,4710,Aktiv,21,3,2026-11-24,13.0,568.75,167.45,401.3,29.441758241758244,2500.0,3068.75,0.0,167.45,5.456619144602851,2025-04-23,Renteinntekt,27.08
Bjerget 33 Eiendom AS,4710,Aktiv,21,4,2026-11-24,13.0,568.75,167.45,401.3,29.441758241758244,2500.0,3068.75,0.0,167.45,5.456619144602851,2025-05-23,Renteinntekt,27.08
Bjerget 33 Eiendom AS,4710,Aktiv,21,5,2026-11-24,13.0,568.75,167.45,401.3,29.441758241758244,2500.0,3068.75,0.0,167.45,5.456619144602851,2025-06-23,Renteinntekt,27.08
Bjerget 33 Eiendom AS,4710,Aktiv,21,6,2026-11-24,13.0,568.75,167.45,401.3,29.441758241758244,2500.0,3068.75,0.0,167.45,5.456619144602851,2025-07-22,Renteinntekt,27.08
EFA Eiendom AS,4711,Aktiv,8,0,2025-10-24,12.5,125.0,84.78,40.22,67.824,1500.0,1625.0,0.0,84.78,5.21723076923077,2025-02-11,Tildeling,-1500.0
EFA Eiendom AS,4711,Aktiv,8,1,2025-10-24,12.5,125.0,84.78,40.22,67.824,1500.0,1625.0,0.0,84.78,5.21723076923077,2025-02-24,Renteinntekt,6.68
EFA Eiendom AS,4711,Aktiv,8,2,2025-10-24,12.5,125.0,84.78,40.22,67.824,1500.0,1625.0,0.0,84.78,5.21723076923077,2025-03-24,Renteinntekt,15.62
EFA Eiendom AS,4711,Aktiv,8,3,2025-10-24,12.5,125.0,84.78,40.22,67.824,1500.0,1625.0,0.0,84.78,5.21723076923077,2025-04-22,Renteinntekt,15.62
EFA Eiendom AS,4711,Aktiv,8,4,2025-10-24,12.5,125.0,84.78,40.22,67.824,1500.0,1625.0,0.0,84.78,5.21723076923077,2025-05-22,Renteinntekt,15.62
EFA Eiendom AS,4711,Aktiv,8,5,2025-10-24,12.5,125.0,84.78,40.22,67.824,1500.0,1625.0,0.0,84.78,5.21723076923077,2025-06-23,Renteinntekt,15.62
EFA Eiendom AS,4711,Aktiv,8,6,2025-10-24,12.5,125.0,84.78,40.22,67.824,1500.0,1625.0,0.0,84.78,5.21723076923077,2025-07-22,Renteinntekt,15.62
Konventveien 35 AS,4713,Venter,24,0,2027-08-15,13.0,130.0,0.0,130.0,0.0,500.0,630.0,0.0,0.0,0.0,2025-07-15,Tildeling,-500.0
Habitat Bolig AS,4721,Aktiv,28,0,2027-06-17,12.5,145.83333333333334,30.330000000000005,115.50333333333333,20.79771428571429,500.0,645.8333333333334,0.0,30.330000000000005,4.69625806451613,2025-01-22,Tildeling,-500.0
Habitat Bolig AS,4721,Aktiv,28,1,2027-06-17,12.5,145.83333333333334,30.330000000000005,115.50333333333333,20.79771428571429,500.0,645.8333333333334,0.0,30.330000000000005,4.69625806451613,2025-02-17,Renteinntekt,4.27
Habitat Bolig AS,4721,Aktiv,28,1,2027-06-17,12.5,145.83333333333334,30.330000000000005,115.50333333333333,20.79771428571429,500.0,645.8333333333334,0.0,30.330000000000005,4.69625806451613,2025-03-18,Forsinkelsesrente,0.01
Habitat Bolig AS,4721,Aktiv,28,2,2027-06-17,12.5,145.83333333333334,30.330000000000005,115.50333333333333,20.79771428571429,500.0,645.8333333333334,0.0,30.330000000000005,4.69625806451613,2025-03-18,Renteinntekt,5.21
Habitat Bolig AS,4721,Aktiv,28,3,2027-06-17,12.5,145.83333333333334,30.330000000000005,115.50333333333333,20.79771428571429,500.0,645.8333333333334,0.0,30.330000000000005,4.69625806451613,2025-04-15,Renteinntekt,5.21
Habitat Bolig AS,4721,Aktiv,28,4,2027-06-17,12.5,145.83333333333334,30.330000000000005,115.50333333333333,20.79771428571429,500.0,645.8333333333334,0.0,30.330000000000005,4.69625806451613,2025-05-14,Renteinntekt,5.21
Habitat Bolig AS,4721,Aktiv,28,5,2027-06-17,12.5,145.83333333333334,30.330000000000005,115.50333333333333,20.79771428571429,500.0,645.8333333333334,0.0,30.330000000000005,4.69625806451613,2025-06-16,Renteinntekt,5.21
Habitat Bolig AS,4721,Aktiv,28,6,2027-06-17,12.5,145.83333333333334,30.330000000000005,115.50333333333333,20.79771428571429,500.0,645.8333333333334,0.0,30.330000000000005,4.69625806451613,2025-07-14,Renteinntekt,5.21
Accrington AS,4726,Aktiv,19,0,2026-09-26,12.0,285.0,81.9,203.1,28.73684210526316,1500.0,1785.0,0.0,81.9,4.588235294117647,2025-02-13,Tildeling,-1500.0
Accrington AS,4726,Aktiv,19,1,2026-09-26,12.0,285.0,81.9,203.1,28.73684210526316,1500.0,1785.0,0.0,81.9,4.588235294117647,2025-02-26,Renteinntekt,6.9
Accrington AS,4726,Aktiv,19,2,2026-09-26,12.0,285.0,81.9,203.1,28.73684210526316,1500.0,1785.0,0.0,81.9,4.588235294117647,2025-03-26,Renteinntekt,15.0
Accrington AS,4726,Aktiv,19,3,2026-09-26,12.0,285.0,81.9,203.1,28.73684210526316,1500.0,1785.0,0.0,81.9,4.588235294117647,2025-04-28,Renteinntekt,15.0
Accrington AS,4726,Aktiv,19,4,2026-09-26,12.0,285.0,81.9,203.1,28.73684210526316,1500.0,1785.0,0.0,81.9,4.588235294117647,2025-05-26,Renteinntekt,15.0
Accrington AS,4726,Aktiv,19,5,2026-09-26,12.0,285.0,81.9,203.1,28.73684210526316,1500.0,1785.0,0.0,81.9,4.588235294117647,2025-06-26,Renteinntekt,15.0
Accrington AS,4726,Aktiv,19,6,2026-09-26,12.0,285.0,81.9,203.1,28.73684210526316,1500.0,1785.0,0.0,81.9,4.588235294117647,2025-07-28,Renteinntekt,15.0
Torggata 5 Skien AS,4727,Aktiv,21,0,2026-12-03,13.0,227.5,62.31999999999999,165.18,27.39340659340659,1000.0,1227.5,0.0,62.31999999999999,5.076985743380854,2025-02-05,Tildeling,-1000.0
Torggata 5 Skien AS,4727,Aktiv,21,1,2026-12-03,13.0,227.5,62.31999999999999,165.18,27.39340659340659,1000.0,1227.5,0.0,62.31999999999999,5.076985743380854,2025-03-03,Renteinntekt,8.6
Torggata 5 Skien AS,4727,Aktiv,21,2,2026-12-03,13.0,227.5,62.31999999999999,165.18,27.39340659340659,1000.0,1227.5,0.0,62.31999999999999,5.076985743380854,2025-03-28,Renteinntekt,11.4
Torggata 5 Skien AS,4727,Aktiv,21,3,2026-12-03,13.0,227.5,62.31999999999999,165.18,27.39340659340659,1000.0,1227.5,0.0,62.31999999999999,5.076985743380854,2025-04-28,Renteinntekt,9.83
Torggata 5 Skien AS,4727,Aktiv,21,4,2026-12-03,13.0,227.5,62.31999999999999,165.18,27.39340659340659,1000.0,1227.5,0.0,62.31999999999999,5.076985743380854,2025-05-28,Renteinntekt,10.83
Torggata 5 Skien AS,4727,Aktiv,21,5,2026-12-03,13.0,227.5,62.31999999999999,165.18,27.39340659340659,1000.0,1227.5,0.0,62.31999999999999,5.076985743380854,2025-06-30,Renteinntekt,10.83
Torggata 5 Skien AS,4727,Aktiv,21,6,2026-12-03,13.0,227.5,62.31999999999999,165.18,27.39340659340659,1000.0,1227.5,0.0,62.31999999999999,5.076985743380854,2025-07-29,Renteinntekt,10.83
Palmeglass AS,4730,Aktiv,16,0,2026-07-18,12.0,640.0,200.0,440.0,31.25,4000.0,4640.0,0.0,200.0,4.310344827586207,2025-02-25,Tildeling,-4000.0
Palmeglass AS,4730,Aktiv,16,1,2026-07-18,12.0,640.0,200.0,440.0,31.25,4000.0,4640.0,0.0,200.0,4.310344827586207,2025-03-18,Renteinntekt,40.0
Palmeglass AS,4730,Aktiv,16,2,2026-07-18,12.0,640.0,200.0,440.0,31.25,4000.0,4640.0,0.0,200.0,4.310344827586207,2025-04-22,Renteinntekt,40.0
Palmeglass AS,4730,Aktiv,16,3,2026-07-18,12.0,640.0,200.0,440.0,31.25,4000.0,4640.0,0.0,200.0,4.310344827586207,2025-05-19,Renteinntekt,40.0
Palmeglass AS,4730,Aktiv,16,4,2026-07-18,12.0,640.0,200.0,440.0,31.25,4000.0,4640.0,0.0,200.0,4.310344827586207,2025-06-18,Renteinntekt,40.0
Palmeglass AS,4730,Aktiv,16,5,2026-07-18,12.0,640.0,200.0,440.0,31.25,4000.0,4640.0,0.0,200.0,4.310344827586207,2025-07-18,Renteinntekt,40.0
TBGEiendom AS,4742,Aktiv,22,0,2027-01-03,12.0,220.0,53.93,166.07,24.513636363636362,1000.0,1220.0,0.0,53.93,4.420491803278689,2025-02-24,Tildeling,-1000.0
TBGEiendom AS,4742,Aktiv,22,1,2027-01-03,12.0,220.0,53.93,166.07,24.513636363636362,1000.0,1220.0,0.0,53.93,4.420491803278689,2025-03-03,Renteinntekt,3.93
TBGEiendom AS,4742,Aktiv,22,2,2027-01-03,12.0,220.0,53.93,166.07,24.513636363636362,1000.0,1220.0,0.0,53.93,4.420491803278689,2025-04-03,Renteinntekt,10.0
TBGEiendom AS,4742,Aktiv,22,3,2027-01-03,12.0,220.0,53.93,166.07,24.513636363636362,1000.0,1220.0,0.0,53.93,4.420491803278689,2025-05-05,Renteinntekt,10.0
TBGEiendom AS,4742,Aktiv,22,4,2027-01-03,12.0,220.0,53.93,166.07,24.513636363636362,1000.0,1220.0,0.0,53.93,4.420491803278689,2025-06-03,Renteinntekt,10.0
TBGEiendom AS,4742,Aktiv,22,5,2027-01-03,12.0,220.0,53.93,166.07,24.513636363636362,1000.0,1220.0,0.0,53.93,4.420491803278689,2025-07-03,Renteinntekt,10.0
TBGEiendom AS,4742,Aktiv,22,6,2027-01-03,12.0,220.0,53.93,166.07,24.513636363636362,1000.0,1220.0,0.0,53.93,4.420491803278689,2025-08-04,Renteinntekt,10.0
Torggata 5 Skien AS,4749,Aktiv,20,0,2026-11-28,13.0,216.66666666666669,54.15,162.51666666666668,24.992307692307687,1000.0,1216.6666666666667,0.0,54.15,4.450684931506848,2025-02-27,Tildeling,-1000.0
Torggata 5 Skien AS,4749,Aktiv,20,1,2026-11-28,13.0,216.66666666666669,54.15,162.51666666666668,24.992307692307687,1000.0,1216.6666666666667,0.0,54.15,4.450684931506848,2025-03-28,Renteinntekt,10.83
Torggata 5 Skien AS,4749,Aktiv,20,2,2026-11-28,13.0,216.66666666666669,54.15,162.51666666666668,24.992307692307687,1000.0,1216.6666666666667,0.0,54.15,4.450684931506848,2025-04-28,Renteinntekt,10.83
Torggata 5 Skien AS,4749,Aktiv,20,3,2026-11-28,13.0,216.66666666666669,54.15,162.51666666666668,24.992307692307687,1000.0,1216.6666666666667,0.0,54.15,4.450684931506848,2025-05-28,Renteinntekt,10.83
Torggata 5 Skien AS,4749,Aktiv,20,4,2026-11-28,13.0,216.66666666666669,54.15,162.51666666666668,24.992307692307687,1000.0,1216.6666666666667,0.0,54.15,4.450684931506848,2025-06-30,Renteinntekt,10.83
Torggata 5 Skien AS,4749,Aktiv,20,5,2026-11-28,13.0,216.66666666666669,54.15,162.51666666666668,24.992307692307687,1000.0,1216.6666666666667,0.0,54.15,4.450684931506848,2025-07-29,Renteinntekt,10.83
Palmeglass AS,4760,Aktiv,15,0,2026-07-22,12.0,150.0,38.2,111.8,25.466666666666672,1000.0,1150.0,0.0,38.2,3.321739130434783,2025-03-24,Tildeling,-1000.0
Palmeglass AS,4760,Aktiv,15,1,2026-07-22,12.0,150.0,38.2,111.8,25.466666666666672,1000.0,1150.0,0.0,38.2,3.321739130434783,2025-04-22,Renteinntekt,8.2
Palmeglass AS,4760,Aktiv,15,2,2026-07-22,12.0,150.0,38.2,111.8,25.466666666666672,1000.0,1150.0,0.0,38.2,3.321739130434783,2025-05-19,Renteinntekt,10.0
Palmeglass AS,4760,Aktiv,15,3,2026-07-22,12.0,150.0,38.2,111.8,25.466666666666672,1000.0,1150.0,0.0,38.2,3.321739130434783,2025-06-18,Renteinntekt,10.0
Palmeglass AS,4760,Aktiv,15,4,2026-07-22,12.0,150.0,38.2,111.8,25.466666666666672,1000.0,1150.0,0.0,38.2,3.321739130434783,2025-07-18,Renteinntekt,10.0
BFM 8 AS,4809,Aktiv,11,0,2026-06-11,13.0,119.16666666666666,19.23,99.93666666666665,16.137062937062936,1000.0,1119.1666666666667,0.0,19.23,1.7182427401340281,2025-05-16,Tildeling,-1000.0
BFM 8 AS,4809,Aktiv,11,1,2026-06-11,13.0,119.16666666666666,19.23,99.93666666666665,16.137062937062936,1000.0,1119.1666666666667,0.0,19.23,1.7182427401340281,2025-07-11,Renteinntekt,19.23
VE Gruppen,4820,Aktiv,27,0,2027-10-03,13.0,146.25,10.84,135.41,7.411965811965812,500.0,646.25,0.0,10.84,1.6773694390715668,2025-06-04,Tildeling,-500.0
VE Gruppen,4820,Aktiv,27,1,2027-10-03,13.0,146.25,10.84,135.41,7.411965811965812,500.0,646.25,0.0,10.84,1.6773694390715668,2025-07-03,Renteinntekt,5.42
VE Gruppen,4820,Aktiv,27,2,2027-10-03,13.0,146.25,10.84,135.41,7.411965811965812,500.0,646.25,0.0,10.84,1.6773694390715668,2025-08-04,Renteinntekt,5.42
BFM 8 AS,4826,Aktiv,11,0,2026-06-11,13.0,59.58333333333333,5.15,54.43333333333333,8.643356643356645,500.0,559.5833333333334,0.0,5.15,0.9203276247207743,2025-06-10,Tildeling,-500.0
BFM 8 AS,4826,Aktiv,11,1,2026-06-11,13.0,59.58333333333333,5.15,54.43333333333333,8.643356643356645,500.0,559.5833333333334,0.0,5.15,0.9203276247207743,2025-07-11,Renteinntekt,5.15
Atlas Eiendom AS,4830,Aktiv,24,0,2027-06-27,13.0,130.0,6.13,123.87,4.715384615384615,500.0,630.0,0.0,6.13,0.973015873015873,2025-06-25,Tildeling,-500.0
Atlas Eiendom AS,4830,Aktiv,24,1,2027-06-27,13.0,130.0,6.13,123.87,4.715384615384615,500.0,630.0,0.0,6.13,0.973015873015873,2025-06-27,Renteinntekt,0.71
Atlas Eiendom AS,4830,Aktiv,24,2,2027-06-27,13.0,130.0,6.13,123.87,4.715384615384615,500.0,630.0,0.0,6.13,0.973015873015873,2025-07-28,Renteinntekt,5.42
BFM 8 AS,4844,Venter,10,0,2026-06-11,13.0,54.16666666666667,0.0,54.16666666666667,0.0,500.0,554.1666666666666,0.0,0.0,0.0,2025-07-11,Tildeling,-500.0
Stubbbengkroken 73 AS,4846,Venter,12,0,2026-08-31,12.0,60.0,0.0,60.0,0.0,500.0,560.0,0.0,0.0,0.0,2025-07-31,Tildeling,-500.0
Palmeglass AS,4848,Venter,11,0,2026-07-28,12.0,1045.0,0.0,1045.0,0.0,9500.0,10545.0,0.0,0.0,0.0,2025-07-28,Tildeling,-9500.0
